Room Name,Day Name,Hour,Course Name,Instructor,Number of Chairs
12-0.018(ح8),الأحد,11,برمجة الحاسب الآلي 1(4),محمد الغامدي,53
12-0.018(ح8),الأحد,12,Empty,,53
12-0.018(ح8),الأحد,13,بناء نظم البرمجيات(1),محمد نور,53
12-0.018(ح8),الأحد,14,Empty,,53
12-0.018(ح8),الأحد,15,Empty,,53
12-0.018(ح8),الأحد,16,إدارة و تمثيل البيانات(1),ضيف الله الصاعدي,53
12-0.018(ح8),الأحد,17,إدارة و تمثيل البيانات(1),ضيف الله الصاعدي,53
12-0.018(ح8),الأحد,18,إدارة و تمثيل البيانات(2),ضيف الله الصاعدي,53
12-0.018(ح8),الأحد,19,إدارة و تمثيل البيانات(2),ضيف الله الصاعدي,53
12-0.018(ح8),الأحد,20,Empty,,53
12-0.018(ح8),الأحد,21,Empty,,53
12-0.018(ح8),الاثنين,8,اساسيات قواعد البيانات(3),احمد مرجان,53
12-0.018(ح8),الاثنين,9,اساسيات قواعد البيانات(3),احمد مرجان,53
12-0.018(ح8),الاثنين,10,اساسيات تطوير الويب(1),مازن الشمراني,53
12-0.018(ح8),الاثنين,11,اساسيات تطوير الويب(1),مازن الشمراني,53
12-0.018(ح8),الاثنين,12,Empty,,53
12-0.018(ح8),الاثنين,13,أساسيات نظم التشغيل(1),الين شعبان,53
12-0.018(ح8),الاثنين,14,Empty,,53
12-0.018(ح8),الاثنين,15,Empty,,53
12-0.018(ح8),الاثنين,16,اساسيات قواعد البيانات(2),عبدالله باز,53
12-0.018(ح8),الاثنين,17,اساسيات قواعد البيانات(2),عبدالله باز,53
12-0.018(ح8),الاثنين,18,Empty,,53
12-0.018(ح8),الاثنين,19,Empty,,53
12-0.018(ح8),الاثنين,20,Empty,,53
12-0.018(ح8),الاثنين,21,Empty,,53
12-0.018(ح8),الثلاثاء,8,أساسيات نظم التشغيل(1),الين شعبان,53
12-0.018(ح8),الثلاثاء,9,أساسيات نظم التشغيل(1),الين شعبان,53
12-0.018(ح8),الثلاثاء,10,هياكل البيانات(1),احمد الزهراني,53
12-0.018(ح8),الثلاثاء,11,هياكل البيانات(1),احمد الزهراني,53
12-0.018(ح8),الثلاثاء,12,Empty,,53
12-0.018(ح8),الثلاثاء,13,Empty,,53
12-0.018(ح8),الثلاثاء,14,Empty,,53
12-0.018(ح8),الثلاثاء,15,Empty,,53
12-0.018(ح8),الثلاثاء,16,Empty,,53
12-0.018(ح8),الثلاثاء,17,Empty,,53
12-0.018(ح8),الثلاثاء,18,إدارة و تمثيل البيانات(1),ضيف الله الصاعدي,53
12-0.018(ح8),الثلاثاء,19,إدارة و تمثيل البيانات(2),ضيف الله الصاعدي,53
12-0.018(ح8),الثلاثاء,20,Empty,,53
12-0.018(ح8),الثلاثاء,21,Empty,,53
12-0.018(ح8),الأربعاء,8,هياكل البيانات(3),عبدالله الحربي,53
12-0.018(ح8),الأربعاء,9,هياكل البيانات(3),عبدالله الحربي,53
12-0.018(ح8),الأربعاء,10,الحوسبة العلمية(1),يوسف الحمدان,53
12-0.018(ح8),الأربعاء,11,الحوسبة العلمية(1),يوسف الحمدان,53
12-0.018(ح8),الأربعاء,12,Empty,,53
12-0.018(ح8),الأربعاء,13,الحوسبة العلمية(1),يوسف الحمدان,53
12-0.018(ح8),الأربعاء,14,اساسيات قواعد البيانات(8),مراد مارس,53
12-0.018(ح8),الأربعاء,15,Empty,,53
12-0.018(ح8),الأربعاء,16,اساسيات قواعد البيانات(8),مراد مارس,53
12-0.018(ح8),الأربعاء,17,اساسيات قواعد البيانات(8),مراد مارس,53
12-0.018(ح8),الأربعاء,18,Empty,,53
12-0.018(ح8),الأربعاء,19,Empty,,53
12-0.018(ح8),الأربعاء,20,Empty,,53
12-0.018(ح8),الأربعاء,21,Empty,,53
12-0.018(ح8),الخميس,8,Empty,,53
12-0.018(ح8),الخميس,9,اساسيات تطوير الويب(1),مازن الشمراني,53
12-0.018(ح8),الخميس,10,Empty,,53
12-0.018(ح8),الخميس,11,Empty,,53
12-0.018(ح8),الخميس,12,Empty,,53
12-0.018(ح8),الخميس,13,Empty,,53
12-0.018(ح8),الخميس,14,Empty,,53
12-0.018(ح8),الخميس,15,Empty,,53
12-0.018(ح8),الخميس,16,اساسيات تطوير الويب(10),اسماعيل داغستاني,53
12-0.018(ح8),الخميس,17,Empty,,53
12-0.018(ح8),الخميس,18,Empty,,53
12-0.018(ح8),الخميس,19,Empty,,53
12-0.018(ح8),الخميس,20,Empty,,53
12-0.018(ح8),الخميس,21,Empty,,53
12-0.019(ح9),الأحد,8,معالجة اللغات الطبيعية(1),حسن الهذلي,50
12-0.019(ح9),الأحد,9,معالجة اللغات الطبيعية(1),حسن الهذلي,50
12-0.019(ح9),الأحد,10,النظم والدوائر الإلكترونية الرقمية(1),احمد الزهراني,50
12-0.019(ح9),الأحد,11,نظم اتصال الحاسب الآلي(1),سلطان العتيبي,50
12-0.019(ح9),الأحد,12,Empty,,50
12-0.019(ح9),الأحد,13,أساسيات الشبكات و تطبيقاتها(1),خالد خياط,50
12-0.019(ح9),الأحد,14,أساسيات الشبكات و تطبيقاتها(1),خالد خياط,50
12-0.019(ح9),الأحد,15,Empty,,50
12-0.019(ح9),الأحد,16,أساسيات نظم التشغيل(3),الين شعبان,50
12-0.019(ح9),الأحد,17,أساسيات نظم التشغيل(4),الين شعبان,50
12-0.019(ح9),الأحد,18,Empty,,50
12-0.019(ح9),الأحد,19,Empty,,50
12-0.019(ح9),الأحد,20,Empty,,50
12-0.019(ح9),الأحد,21,Empty,,50
12-0.019(ح9),الاثنين,8,أساسيات نظم التشغيل(3),الين شعبان,50
12-0.019(ح9),الاثنين,9,أساسيات نظم التشغيل(3),الين شعبان,50
12-0.019(ح9),الاثنين,10,نظم اتصال الحاسب الآلي(1),سلطان العتيبي,50
12-0.019(ح9),الاثنين,11,نظم اتصال الحاسب الآلي(1),سلطان العتيبي,50
12-0.019(ح9),الاثنين,12,Empty,,50
12-0.019(ح9),الاثنين,13,مبادئ وتقنيات الذكاء الاصطناعي(1),محمد حامد,50
12-0.019(ح9),الاثنين,14,أنظمة اتصال الحاسب(1),سلطان العتيبي,50
12-0.019(ح9),الاثنين,15,Empty,,50
12-0.019(ح9),الاثنين,16,Empty,,50
12-0.019(ح9),الاثنين,17,Empty,,50
12-0.019(ح9),الاثنين,18,Empty,,50
12-0.019(ح9),الاثنين,19,Empty,,50
12-0.019(ح9),الاثنين,20,Empty,,50
12-0.019(ح9),الاثنين,21,Empty,,50
12-0.019(ح9),الثلاثاء,8,شبكات الحاسب الآلي(1),محمد التركستاني,50
12-0.019(ح9),الثلاثاء,9,شبكات الحاسب الآلي(1),محمد التركستاني,50
12-0.019(ح9),الثلاثاء,10,مقدمة في التشفير(1),خالد الطرميسي,50
12-0.019(ح9),الثلاثاء,11,مقدمة في التشفير(1),خالد الطرميسي,50
12-0.019(ح9),الثلاثاء,12,Empty,,50
12-0.019(ح9),الثلاثاء,13,الاحتمال والاحصاء للمهندسين(1),خالد المطيري,50
12-0.019(ح9),الثلاثاء,14,الاحتمال والاحصاء للمهندسين(1),خالد المطيري,50
12-0.019(ح9),الثلاثاء,15,Empty,,50
12-0.019(ح9),الثلاثاء,16,معالجة اللغات الطبيعية(1),حسن الهذلي,50
12-0.019(ح9),الثلاثاء,17,Empty,,50
12-0.019(ح9),الثلاثاء,18,Empty,,50
12-0.019(ح9),الثلاثاء,19,Empty,,50
12-0.019(ح9),الثلاثاء,20,Empty,,50
12-0.019(ح9),الثلاثاء,21,Empty,,50
12-0.019(ح9),الأربعاء,8,Empty,,50
12-0.019(ح9),الأربعاء,9,Empty,,50
12-0.019(ح9),الأربعاء,10,الطرق العددية للحساب(1),هتان بلاجي,50
12-0.019(ح9),الأربعاء,11,Empty,,50
12-0.019(ح9),الأربعاء,12,Empty,,50
12-0.019(ح9),الأربعاء,13,النظم والدوائر الإلكترونية الرقمية(1),احمد الزهراني,50
12-0.019(ح9),الأربعاء,14,النظم والدوائر الإلكترونية الرقمية(1),احمد الزهراني,50
12-0.019(ح9),الأربعاء,15,Empty,,50
12-0.019(ح9),الأربعاء,16,Empty,,50
12-0.019(ح9),الأربعاء,17,Empty,,50
12-0.019(ح9),الأربعاء,18,Empty,,50
12-0.019(ح9),الأربعاء,19,Empty,,50
12-0.019(ح9),الأربعاء,20,Empty,,50
12-0.019(ح9),الأربعاء,21,Empty,,50
12-0.019(ح9),الخميس,8,Empty,,50
12-0.019(ح9),الخميس,9,Empty,,50
12-0.019(ح9),الخميس,10,Empty,,50
12-0.019(ح9),الخميس,11,Empty,,50
12-0.019(ح9),الخميس,12,Empty,,50
12-0.019(ح9),الخميس,13,الطرق العددية للحساب(1),هتان بلاجي,50
12-0.019(ح9),الخميس,14,الطرق العددية للحساب(1),هتان بلاجي,50
12-0.019(ح9),الخميس,15,Empty,,50
12-0.019(ح9),الخميس,16,Empty,,50
12-0.019(ح9),الخميس,17,الاحتمال والاحصاء للمهندسين(1),خالد المطيري,50
12-0.019(ح9),الخميس,18,Empty,,50
12-0.019(ح9),الخميس,19,Empty,,50
12-0.019(ح9),الخميس,20,Empty,,50
12-0.019(ح9),الخميس,21,Empty,,50
12-0.020(ح10),الأحد,8,أساسيات الشبكات و تطبيقاتها(3),خالد خياط,50
12-0.020(ح10),الأحد,9,أساسيات الشبكات و تطبيقاتها(3),خالد خياط,50
12-0.020(ح10),الأحد,10,الحوسبة العلمية(2),يوسف الحمدان,50
12-0.020(ح10),الأحد,11,الحوسبة العلمية(2),يوسف الحمدان,50
12-0.020(ح10),الأحد,12,Empty,,50
12-0.020(ح10),الأحد,13,تنسيق الحاسب الالي(2),حسين البركاتي,50
12-0.020(ح10),الأحد,14,تنسيق الحاسب الالي(2),حسين البركاتي,50
12-0.020(ح10),الأحد,15,Empty,,50
12-0.020(ح10),الأحد,16,تقنية المعلومات(1),عبدالعزيز باوشخه,50
12-0.020(ح10),الأحد,17,تقنية المعلومات(1),عبدالعزيز باوشخه,50
12-0.020(ح10),الأحد,18,Empty,,50
12-0.020(ح10),الأحد,19,Empty,,50
12-0.020(ح10),الأحد,20,Empty,,50
12-0.020(ح10),الأحد,21,Empty,,50
12-0.020(ح10),الاثنين,8,أساسيات الشبكات و تطبيقاتها(2),خالد خياط,50
12-0.020(ح10),الاثنين,9,أساسيات الشبكات و تطبيقاتها(2),خالد خياط,50
12-0.020(ح10),الاثنين,10,أساسيات الشبكات و تطبيقاتها(2),خالد خياط,50
12-0.020(ح10),الاثنين,11,Empty,,50
12-0.020(ح10),الاثنين,12,Empty,,50
12-0.020(ح10),الاثنين,13,Empty,,50
12-0.020(ح10),الاثنين,14,تصميم أنظمة الحاسبات الصغيرة(1),عمر سنبل,50
12-0.020(ح10),الاثنين,15,Empty,,50
12-0.020(ح10),الاثنين,16,Empty,,50
12-0.020(ح10),الاثنين,17,Empty,,50
12-0.020(ح10),الاثنين,18,Empty,,50
12-0.020(ح10),الاثنين,19,Empty,,50
12-0.020(ح10),الاثنين,20,Empty,,50
12-0.020(ح10),الاثنين,21,Empty,,50
12-0.020(ح10),الثلاثاء,8,اساسيات قواعد البيانات(4),احمد مرجان,50
12-0.020(ح10),الثلاثاء,9,اساسيات قواعد البيانات(4),احمد مرجان,50
12-0.020(ح10),الثلاثاء,10,أساسيات الشبكات و تطبيقاتها(3),خالد خياط,50
12-0.020(ح10),الثلاثاء,11,Empty,,50
12-0.020(ح10),الثلاثاء,12,Empty,,50
12-0.020(ح10),الثلاثاء,13,Empty,,50
12-0.020(ح10),الثلاثاء,14,تنسيق الحاسب الالي(2),حسين البركاتي,50
12-0.020(ح10),الثلاثاء,15,Empty,,50
12-0.020(ح10),الثلاثاء,16,أساسيات الشبكات و تطبيقاتها(1),خالد خياط,50
12-0.020(ح10),الثلاثاء,17,Empty,,50
12-0.020(ح10),الثلاثاء,18,Empty,,50
12-0.020(ح10),الثلاثاء,19,Empty,,50
12-0.020(ح10),الثلاثاء,20,Empty,,50
12-0.020(ح10),الثلاثاء,21,Empty,,50
12-0.020(ح10),الأربعاء,8,Empty,,50
12-0.020(ح10),الأربعاء,9,Empty,,50
12-0.020(ح10),الأربعاء,10,واجهة العتاد والبرمجيات(3),غسان باتي,50
12-0.020(ح10),الأربعاء,11,واجهة العتاد والبرمجيات(3),غسان باتي,50
12-0.020(ح10),الأربعاء,12,Empty,,50
12-0.020(ح10),الأربعاء,13,هندسة البرمجيات (2)(3),حسن سنكي,50
12-0.020(ح10),الأربعاء,14,هندسة البرمجيات (2)(3),حسن سنكي,50
12-0.020(ح10),الأربعاء,15,Empty,,50
12-0.020(ح10),الأربعاء,16,Empty,,50
12-0.020(ح10),الأربعاء,17,Empty,,50
12-0.020(ح10),الأربعاء,18,Empty,,50
12-0.020(ح10),الأربعاء,19,Empty,,50
12-0.020(ح10),الأربعاء,20,Empty,,50
12-0.020(ح10),الأربعاء,21,Empty,,50
12-0.021(ح11),الأحد,8,برمجة كائنية التوجه(1),مجدي النفيعي,97
12-0.021(ح11),الأحد,9,برمجة كائنية التوجه(1),مجدي النفيعي,97
12-0.021(ح11),الأحد,10,اساسيات تطوير الويب(3),حسن الهذلي,97
12-0.021(ح11),الأحد,11,اساسيات تطوير الويب(4),حسن الهذلي,97
12-0.021(ح11),الأحد,12,Empty,,97
12-0.021(ح11),الأحد,13,اساسيات قواعد البيانات(6),مراد مارس,97
12-0.021(ح11),الأحد,14,اساسيات قواعد البيانات(6),مراد مارس,97
12-0.021(ح11),الأحد,15,Empty,,97
12-0.021(ح11),الأحد,16,برمجة الحاسب الآلي 1(19),مهند القدح,97
12-0.021(ح11),الأحد,17,برمجة الحاسب الآلي 1(19),مهند القدح,97
12-0.021(ح11),الأحد,18,Empty,,97
12-0.021(ح11),الأحد,19,Empty,,97
12-0.021(ح11),الأحد,20,Empty,,97
12-0.021(ح11),الأحد,21,Empty,,97
12-0.021(ح11),الاثنين,8,اساسيات تطوير الويب(3),حسن الهذلي,97
12-0.021(ح11),الاثنين,9,اساسيات تطوير الويب(3),حسن الهذلي,97
12-0.021(ح11),الاثنين,10,اساسيات تطوير الويب(4),حسن الهذلي,97
12-0.021(ح11),الاثنين,11,اساسيات تطوير الويب(4),حسن الهذلي,97
12-0.021(ح11),الاثنين,12,Empty,,97
12-0.021(ح11),الاثنين,13,برمجة الحاسب الآلي 1(11),سعود العتيبي,97
12-0.021(ح11),الاثنين,14,برمجة الحاسب الآلي 1(11),سعود العتيبي,97
12-0.021(ح11),الاثنين,15,Empty,,97
12-0.021(ح11),الاثنين,16,Empty,,97
12-0.021(ح11),الاثنين,17,Empty,,97
12-0.021(ح11),الاثنين,18,Empty,,97
12-0.021(ح11),الاثنين,19,Empty,,97
12-0.021(ح11),الاثنين,20,Empty,,97
12-0.021(ح11),الاثنين,21,Empty,,97
12-0.021(ح11),الثلاثاء,8,هندسة البرمجيات (2)(1),حسن سنكي,97
12-0.021(ح11),الثلاثاء,9,هندسة البرمجيات (2)(1),حسن سنكي,97
12-0.021(ح11),الثلاثاء,10,برمجة الحاسب الآلي 1(1),بندر الشاوي,97
12-0.021(ح11),الثلاثاء,11,برمجة الحاسب الآلي 1(1),بندر الشاوي,97
12-0.021(ح11),الثلاثاء,12,Empty,,97
12-0.021(ح11),الثلاثاء,13,Empty,,97
12-0.021(ح11),الثلاثاء,14,Empty,,97
12-0.021(ح11),الثلاثاء,15,Empty,,97
12-0.021(ح11),الثلاثاء,16,Empty,,97
12-0.021(ح11),الثلاثاء,17,Empty,,97
12-0.021(ح11),الثلاثاء,18,Empty,,97
12-0.021(ح11),الثلاثاء,19,Empty,,97
12-0.021(ح11),الثلاثاء,20,Empty,,97
12-0.021(ح11),الثلاثاء,21,Empty,,97
12-0.021(ح11),الأربعاء,8,Empty,,97
12-0.021(ح11),الأربعاء,9,Empty,,97
12-0.021(ح11),الأربعاء,10,الرؤية بالحاسب(1),محمد حامد,97
12-0.021(ح11),الأربعاء,11,الرؤية بالحاسب(1),محمد حامد,97
12-0.021(ح11),الأربعاء,12,Empty,,97
12-0.021(ح11),الأربعاء,13,الرؤية بالحاسب(2),محمد حامد,97
12-0.021(ح11),الأربعاء,14,الرؤية بالحاسب(2),محمد حامد,97
12-0.021(ح11),الأربعاء,15,Empty,,97
12-0.021(ح11),الأربعاء,16,Empty,,97
12-0.021(ح11),الأربعاء,17,Empty,,97
12-0.021(ح11),الأربعاء,18,Empty,,97
12-0.021(ح11),الأربعاء,19,Empty,,97
12-0.021(ح11),الأربعاء,20,Empty,,97
12-0.021(ح11),الأربعاء,21,Empty,,97
12-0.021(ح11),الخميس,8,Empty,,97
12-0.021(ح11),الخميس,9,Empty,,97
12-0.021(ح11),الخميس,10,Empty,,97
12-0.021(ح11),الخميس,11,Empty,,97
12-0.021(ح11),الخميس,12,Empty,,97
12-0.021(ح11),الخميس,13,Empty,,97
12-0.021(ح11),الخميس,14,التحسين و البرمجة المقيدة(2),فيصل العصيمي,97
12-0.021(ح11),الخميس,15,Empty,,97
12-0.021(ح11),الخميس,16,Empty,,97
12-0.021(ح11),الخميس,17,Empty,,97
12-0.021(ح11),الخميس,18,Empty,,97
12-0.021(ح11),الخميس,19,Empty,,97
12-0.021(ح11),الخميس,20,Empty,,97
12-0.021(ح11),الخميس,21,Empty,,97
12-0.028(مع ح1),الأحد,8,Empty,,24
12-0.028(مع ح1),الأحد,9,Empty,,24
12-0.028(مع ح1),الأحد,10,صيانة وتهيئة البرمجيات(1),تركي العنزي,24
12-0.028(مع ح1),الأحد,11,صيانة وتهيئة البرمجيات(1),تركي العنزي,24
12-0.028(مع ح1),الأحد,12,Empty,,24
12-0.028(مع ح1),الأحد,13,اختبار الاختراق والقرصنة الأخلاقية(3),ايمن العكرمي,24
12-0.028(مع ح1),الأحد,14,اختبار الاختراق والقرصنة الأخلاقية(3),ايمن العكرمي,24
12-0.028(مع ح1),الأحد,15,Empty,,24
12-0.028(مع ح1),الأحد,16,اختبار الاختراق والقرصنة الأخلاقية(3),ايمن العكرمي,24
12-0.028(مع ح1),الأحد,17,Empty,,24
12-0.028(مع ح1),الأحد,18,Empty,,24
12-0.028(مع ح1),الأحد,19,Empty,,24
12-0.028(مع ح1),الأحد,20,Empty,,24
12-0.028(مع ح1),الأحد,21,Empty,,24
12-0.028(مع ح1),الاثنين,8,إدارة نظم وشبكات(1),عمر ازهر,24
12-0.028(مع ح1),الاثنين,9,إدارة نظم وشبكات(1),عمر ازهر,24
12-0.028(مع ح1),الاثنين,10,الأطر والأدوات(3),باسم الكاظمي,24
12-0.028(مع ح1),الاثنين,11,الأطر والأدوات(3),باسم الكاظمي,24
12-0.028(مع ح1),الاثنين,12,Empty,,24
12-0.028(مع ح1),الاثنين,13,أمن الشبكات(1),حسن الصلاي,24
12-0.028(مع ح1),الاثنين,14,أمن الشبكات(1),حسن الصلاي,24
12-0.028(مع ح1),الاثنين,15,Empty,,24
12-0.028(مع ح1),الاثنين,16,أمن الشبكات(1),حسن الصلاي,24
12-0.028(مع ح1),الاثنين,17,Empty,,24
12-0.028(مع ح1),الاثنين,18,Empty,,24
12-0.028(مع ح1),الاثنين,19,Empty,,24
12-0.028(مع ح1),الاثنين,20,Empty,,24
12-0.028(مع ح1),الاثنين,21,Empty,,24
12-0.028(مع ح1),الثلاثاء,8,تصميم الواجهات المحمولة(2),عمر ازهر,24
12-0.028(مع ح1),الثلاثاء,9,تصميم الواجهات المحمولة(2),عمر ازهر,24
12-0.028(مع ح1),الثلاثاء,10,Empty,,24
12-0.028(مع ح1),الثلاثاء,11,Empty,,24
12-0.028(مع ح1),الثلاثاء,12,Empty,,24
12-0.028(مع ح1),الثلاثاء,13,معالجة اللغات الطبيعية(1),حسن الهذلي,24
12-0.028(مع ح1),الثلاثاء,14,معالجة اللغات الطبيعية(1),حسن الهذلي,24
12-0.028(مع ح1),الثلاثاء,15,Empty,,24
12-0.028(مع ح1),الثلاثاء,16,الأطر والأدوات(1),باسم الكاظمي,24
12-0.028(مع ح1),الثلاثاء,17,الأطر والأدوات(1),باسم الكاظمي,24
12-0.028(مع ح1),الثلاثاء,18,Empty,,24
12-0.028(مع ح1),الثلاثاء,19,Empty,,24
12-0.028(مع ح1),الثلاثاء,20,Empty,,24
12-0.028(مع ح1),الثلاثاء,21,Empty,,24
12-0.028(مع ح1),الأربعاء,8,أبحاث المستخدم(1),علي الشمراني,24
12-0.028(مع ح1),الأربعاء,9,أبحاث المستخدم(1),علي الشمراني,24
12-0.028(مع ح1),الأربعاء,10,صيانة وتهيئة البرمجيات(3),تركي العنزي,24
12-0.028(مع ح1),الأربعاء,11,صيانة وتهيئة البرمجيات(3),تركي العنزي,24
12-0.028(مع ح1),الأربعاء,12,Empty,,24
12-0.028(مع ح1),الأربعاء,13,صيانة وتهيئة البرمجيات(2),تركي العنزي,24
12-0.028(مع ح1),الأربعاء,14,صيانة وتهيئة البرمجيات(2),تركي العنزي,24
12-0.028(مع ح1),الأربعاء,15,Empty,,24
12-0.028(مع ح1),الأربعاء,16,الأطر والأدوات(2),باسم الكاظمي,24
12-0.028(مع ح1),الأربعاء,17,الأطر والأدوات(2),باسم الكاظمي,24
12-0.028(مع ح1),الأربعاء,18,النظم التجارية الإلكترونية(2),سلمان الحارثي,24
12-0.028(مع ح1),الأربعاء,19,النظم التجارية الإلكترونية(2),سلمان الحارثي,24
12-0.028(مع ح1),الأربعاء,20,Empty,,24
12-0.028(مع ح1),الأربعاء,21,Empty,,24
12-0.028(مع ح1),الخميس,8,إدارة نظم وشبكات(1),عمر ازهر,24
12-0.028(مع ح1),الخميس,9,إدارة نظم وشبكات(1),عمر ازهر,24
12-0.028(مع ح1),الخميس,10,اختبار الاختراق والقرصنة الأخلاقية(1),ايمن العكرمي,24
12-0.028(مع ح1),الخميس,11,اختبار الاختراق والقرصنة الأخلاقية(1),ايمن العكرمي,24
12-0.028(مع ح1),الخميس,12,Empty,,24
12-0.028(مع ح1),الخميس,13,اختبار الاختراق والقرصنة الأخلاقية(1),ايمن العكرمي,24
12-0.028(مع ح1),الخميس,14,أمن البرامج(3),ايمن العكرمي,24
12-0.028(مع ح1),الخميس,15,Empty,,24
12-0.028(مع ح1),الخميس,16,أمن البرامج(3),ايمن العكرمي,24
12-0.028(مع ح1),الخميس,17,Empty,,24
12-0.028(مع ح1),الخميس,18,Empty,,24
12-0.028(مع ح1),الخميس,19,Empty,,24
12-0.028(مع ح1),الخميس,20,Empty,,24
12-0.028(مع ح1),الخميس,21,Empty,,24
12-0.029(مع ح2),الأحد,8,Empty,,21
12-0.029(مع ح2),الأحد,9,Empty,,21
12-0.029(مع ح2),الأحد,10,البرمجة الموزعة(1),محمد التونسي,21
12-0.029(مع ح2),الأحد,11,البرمجة الموزعة(1),محمد التونسي,21
12-0.029(مع ح2),الأحد,12,Empty,,21
12-0.029(مع ح2),الأحد,13,تقييم قابلية الاستخدام(1),سلمان الحارثي,21
12-0.029(مع ح2),الأحد,14,تقييم قابلية الاستخدام(1),سلمان الحارثي,21
12-0.029(مع ح2),الأحد,15,Empty,,21
12-0.029(مع ح2),الأحد,16,اساسيات قواعد البيانات(6),احمد مرجان,21
12-0.029(مع ح2),الأحد,17,Empty,,21
12-0.029(مع ح2),الأحد,18,النظم التجارية الإلكترونية(1),سلمان الحارثي,21
12-0.029(مع ح2),الأحد,19,النظم التجارية الإلكترونية(1),سلمان الحارثي,21
12-0.029(مع ح2),الأحد,20,Empty,,21
12-0.029(مع ح2),الأحد,21,Empty,,21
12-0.029(مع ح2),الاثنين,8,مقدمة في علوم الحاسب الآلي(1),تركي الغامدي,21
12-0.029(مع ح2),الاثنين,9,مقدمة في علوم الحاسب الآلي(1),تركي الغامدي,21
12-0.029(مع ح2),الاثنين,10,متطلبات البرمجيات 1(1),عبدالهادي عيدروس,21
12-0.029(مع ح2),الاثنين,11,متطلبات البرمجيات 1(1),عبدالهادي عيدروس,21
12-0.029(مع ح2),الاثنين,12,Empty,,21
12-0.029(مع ح2),الاثنين,13,Empty,,21
12-0.029(مع ح2),الاثنين,14,Empty,,21
12-0.029(مع ح2),الاثنين,15,Empty,,21
12-0.029(مع ح2),الاثنين,16,تقييم قابلية الاستخدام(1),سلمان الحارثي,21
12-0.029(مع ح2),الاثنين,17,تقييم قابلية الاستخدام(1),سلمان الحارثي,21
12-0.029(مع ح2),الاثنين,18,القرصنة الاخلاقية واختبارات الاختراق(1),مروان البحر,21
12-0.029(مع ح2),الاثنين,19,القرصنة الاخلاقية واختبارات الاختراق(1),مروان البحر,21
12-0.029(مع ح2),الاثنين,20,Empty,,21
12-0.029(مع ح2),الاثنين,21,Empty,,21
12-0.029(مع ح2),الثلاثاء,8,متطلبات البرمجيات 1(3),عبدالهادي عيدروس,21
12-0.029(مع ح2),الثلاثاء,9,متطلبات البرمجيات 1(3),عبدالهادي عيدروس,21
12-0.029(مع ح2),الثلاثاء,10,برمجة الحاسب الآلي 1(8),رامي الغامدي,21
12-0.029(مع ح2),الثلاثاء,11,برمجة الحاسب الآلي 1(8),رامي الغامدي,21
12-0.029(مع ح2),الثلاثاء,12,Empty,,21
12-0.029(مع ح2),الثلاثاء,13,برمجة الحاسب الآلي 1(4),رامي الغامدي,21
12-0.029(مع ح2),الثلاثاء,14,برمجة الحاسب الآلي 1(4),رامي الغامدي,21
12-0.029(مع ح2),الثلاثاء,15,Empty,,21
12-0.029(مع ح2),الثلاثاء,16,تصميم الواجهات المحمولة(1),عمر ازهر,21
12-0.029(مع ح2),الثلاثاء,17,تصميم الواجهات المحمولة(1),عمر ازهر,21
12-0.029(مع ح2),الثلاثاء,18,Empty,,21
12-0.029(مع ح2),الثلاثاء,19,Empty,,21
12-0.029(مع ح2),الثلاثاء,20,Empty,,21
12-0.029(مع ح2),الثلاثاء,21,Empty,,21
12-0.029(مع ح2),الأربعاء,8,واجهات المستخدم الصوتية(1),محمد جبلي,21
12-0.029(مع ح2),الأربعاء,9,واجهات المستخدم الصوتية(1),محمد جبلي,21
12-0.029(مع ح2),الأربعاء,10,برمجة الحاسب الآلي 1(21),سعيد الطلحي,21
12-0.029(مع ح2),الأربعاء,11,برمجة الحاسب الآلي 1(21),سعيد الطلحي,21
12-0.029(مع ح2),الأربعاء,12,Empty,,21
12-0.029(مع ح2),الأربعاء,13,مقدمة في علوم الحاسب الآلي(2),تركي الغامدي,21
12-0.029(مع ح2),الأربعاء,14,مقدمة في علوم الحاسب الآلي(2),تركي الغامدي,21
12-0.029(مع ح2),الأربعاء,15,Empty,,21
12-0.029(مع ح2),الأربعاء,16,برمجة الحاسب الآلي 1(2),فيصل نجار,21
12-0.029(مع ح2),الأربعاء,17,برمجة الحاسب الآلي 1(2),فيصل نجار,21
12-0.029(مع ح2),الأربعاء,18,الشبكات العصبية الاصطناعية(2),مجدي النفيعي,21
12-0.029(مع ح2),الأربعاء,19,الشبكات العصبية الاصطناعية(2),مجدي النفيعي,21
12-0.029(مع ح2),الأربعاء,20,Empty,,21
12-0.029(مع ح2),الأربعاء,21,Empty,,21
12-0.029(مع ح2),الخميس,8,برمجة الحاسب الآلي 1(26),سعيد الطلحي,21
12-0.029(مع ح2),الخميس,9,برمجة الحاسب الآلي 1(26),سعيد الطلحي,21
12-0.029(مع ح2),الخميس,10,التحسين و البرمجة المقيدة(3),فيصل العصيمي,21
12-0.029(مع ح2),الخميس,11,التحسين و البرمجة المقيدة(3),فيصل العصيمي,21
12-0.029(مع ح2),الخميس,12,Empty,,21
12-0.029(مع ح2),الخميس,13,برمجة الحاسب الآلي 1(16),رامي الغامدي,21
12-0.029(مع ح2),الخميس,14,برمجة الحاسب الآلي 1(16),رامي الغامدي,21
12-0.029(مع ح2),الخميس,15,Empty,,21
